Sesotho (st)	Positive	Negative	Anger	Anticipation	Disgust	Fear	Joy	Sadness	Surprise	Trust
NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
felisa	0	1	1	0	0	1	0	0	0	0
felisoa	0	1	1	0	0	1	0	1	0	0
ho timetsoa	0	1	1	0	0	1	0	1	0	0
hlakola	0	0	0	0	0	0	0	0	0	0
tlhaloso	0	0	0	0	0	0	0	0	0	0
phatlalatsa	0	0	0	0	0	0	0	0	0	0
phatlalatso	0	0	0	1	0	0	0	0	0	0
ferekanya	0	1	1	0	1	0	0	0	0	0
ho nyahama	0	1	1	0	1	0	0	0	0	0
ho nyahamisa	0	1	1	0	0	0	0	0	0	0
annuity	0	0	0	0	0	0	0	0	0	0
hlakola	0	1	0	0	0	0	0	0	0	0
annular	0	0	0	0	0	0	0	0	0	0
ho hlakola	0	1	0	0	0	0	0	1	0	0
hlakola	0	0	0	0	0	0	0	0	0	0
ho tlotsa	0	0	0	0	0	0	0	0	0	0
anomalous	0	0	0	0	0	0	0	0	0	0
ho fokola	0	1	0	0	0	1	0	0	1	0
Anon	0	0	0	0	0	0	0	0	0	0
e sa tsejoe	0	1	0	0	0	0	0	0	0	0
araba	0	0	0	0	0	0	0	0	0	0
e utloahalang	0	0	0	0	0	0	0	0	0	1
araba	0	0	0	0	0	0	0	0	0	0
bohloa	0	0	0	0	0	0	0	0	0	0
ho hanyetsa	0	1	1	0	0	0	0	0	0	0
mohanyetsi	0	1	1	0	0	0	0	0	0	0
ho hanyetsa	0	1	1	0	1	0	0	0	0	0
NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
ho hlakile	0	0	0	0	0	0	0	0	0	0
antelope	0	0	0	0	0	0	0	0	0	0
antenna	0	0	0	0	0	0	0	0	0	0
anterior	0	0	0	0	0	0	0	0	0	0
pina ea thoriso	0	0	0	0	0	0	0	0	0	0
anthology	0	0	0	0	0	0	0	0	0	0
anthrax	0	1	0	0	1	1	0	1	0	0
anthropology	0	0	0	0	0	0	0	0	0	0
lithibela-mafu	0	0	0	0	0	0	0	0	0	0
lithibela-mafu	1	0	0	0	0	0	0	0	0	0
mohanyetsi oa Kreste	0	1	1	0	1	1	0	0	0	0
ho lebella	0	0	0	1	0	0	0	0	0	0
ho lebelloa	0	0	0	1	0	0	0	0	0	0
antidote	1	0	0	1	0	0	0	0	0	1
ho etsa joalo	1	0	0	0	0	0	0	0	0	1
antimone	0	0	0	0	0	0	0	0	0	0
ho se tsotelle	0	1	1	0	1	0	0	0	0	0
antiquarian	0	0	0	0	0	0	0	0	0	0
e tsoetse pele	0	1	0	0	0	0	0	0	0	0
antique	1	0	0	0	0	0	0	0	0	0
khale	0	0	0	0	0	0	0	0	0	0
li-antiseptic	1	0	0	0	0	0	0	0	0	1
ho se tsotelle	0	1	1	0	1	1	0	1	0	0
t?itiso	0	1	1	0	0	0	0	0	0	0
antithetical	0	0	0	0	0	0	0	0	0	0
thibela meriana	0	0	0	0	0	0	0	0	0	0
ho bapala	0	0	0	0	0	0	0	0	0	0
sefuba	0	0	0	0	0	0	0	0	0	0
ho t?oenyeha	0	1	1	1	0	1	0	1	0	0
ho t?oenyeha	0	1	0	1	0	1	0	0	0	0
aorta	0	0	0	0	0	0	0	0	0	0
kapele	0	0	0	0	0	0	0	0	0	0
apache	0	1	0	0	0	1	0	0	0	0
folete	0	0	0	0	0	0	0	0	0	0
ba se tsotelle	0	1	0	0	0	0	0	1	0	0
ho hloka thahasello	0	1	0	0	0	0	0	1	0	0
mohala	0	0	0	0	0	0	0	0	0	0
ho bula	0	0	0	0	0	0	0	0	0	0
sekoahelo	0	0	0	0	0	0	0	0	0	0
aphid	0	1	0	0	1	0	0	0	0	0
karoloana	0	0	0	0	0	0	0	0	0	0
aplomb	1	0	0	0	0	0	0	0	0	0
ho hlasela	0	0	0	0	0	0	0	0	0	0
ho k?pa t?oarelo	1	0	0	0	0	0	0	0	0	1
setsebi sa tumelo	0	0	0	0	0	0	0	0	0	0
k?pa t?oarelo	1	0	0	0	0	0	0	1	0	1
ho k?pa t?oarelo	1	0	0	0	0	0	0	0	0	0
bokoenehi	0	0	0	0	0	0	0	0	0	0
bakoenehi	0	0	0	0	0	0	0	0	0	0
moapostola	1	0	0	0	0	0	0	0	0	1
baapostola	0	0	0	0	0	0	0	0	0	1
apostrophe	0	0	0	0	0	0	0	0	0	0
e t?osang	0	1	0	0	1	1	0	0	0	0
lisebelisoa	0	0	0	0	0	0	0	0	0	0
seaparo	0	0	0	0	0	0	0	0	0	0
ho hlakile	0	0	0	0	0	0	0	0	0	0
ho hlaha	0	0	0	0	0	1	0	0	1	0
boipiletso	0	0	0	1	0	0	0	0	0	0
ponahalo	0	0	0	0	0	0	0	0	0	0
khahlisa	0	0	0	0	0	0	0	0	0	0
moemeli	0	0	0	0	0	0	0	0	0	0
kenya letsoho	0	0	0	0	0	0	0	0	0	0
ho kenya letsoho	0	0	0	0	0	0	0	0	0	0
ho kenya letsoho	0	1	0	0	0	1	0	1	0	0
sehlomathiso	0	0	0	0	0	0	0	0	0	0
takatso ea lijo	0	0	0	0	0	0	0	0	0	0
mofuthu	0	0	0	0	0	0	0	0	0	0
ho opa liatla	1	0	0	0	0	0	1	0	1	1
apole	0	0	0	0	0	0	0	0	0	0
sesebelisoa	0	0	0	0	0	0	0	0	0	0
lisebelisoa	0	0	0	0	0	0	0	0	0	0
ho sebetsa	0	0	0	0	0	0	0	0	0	0
e sebetsa	0	0	0	0	0	0	0	0	0	0
mofuputsi	0	0	0	1	0	0	0	0	0	0
kopo	0	0	0	0	0	0	0	0	0	0
sebetsa	0	0	0	0	0	0	0	0	0	0
khetha	0	0	0	0	0	0	0	0	0	0
kopano	0	0	0	0	0	0	0	0	0	0
likhetho	0	0	0	0	0	0	0	0	0	0
ho arolelana	0	0	0	0	0	0	0	0	0	0
ho aroloa	0	0	0	0	0	0	0	0	0	0
bapisa	0	0	0	0	0	0	0	0	0	0
ho ananela	0	0	0	0	0	0	0	0	0	0
kananelo	1	0	0	0	0	0	1	0	0	1
t?oara	0	0	0	0	0	1	0	0	0	0
ho t?oha	0	1	0	0	0	1	0	0	0	0
ho t?oha	0	1	0	1	0	1	0	0	0	0
ithute	0	0	0	0	0	0	0	0	0	1
ho ithuta	0	0	0	0	0	0	0	0	0	0
atamela	0	0	0	0	0	0	0	0	0	0
e atamela	0	0	0	1	0	0	0	0	0	0
ho amoheloa	1	0	0	0	0	0	0	0	0	1
thepa	0	1	0	0	0	0	0	0	0	0
ho amoheloa	1	0	0	0	0	0	0	0	0	0
lumela	1	0	0	0	0	0	1	0	0	1
ho amohela	1	0	0	0	0	0	0	0	0	0
hoo e ka bang	0	0	0	0	0	0	0	0	0	0
hoo e ka bang	0	0	0	0	0	0	0	0	0	0
ho lekanyelitsoe	0	0	0	0	0	0	0	0	0	0
kakaretso	0	0	0	0	0	0	0	0	0	0
matlotlo	0	0	0	0	0	0	0	0	0	0
apron	0	0	0	0	0	0	0	0	0	0
apt	1	0	0	0	0	0	0	0	0	0
bokhoni	1	0	0	0	0	0	0	0	0	0
aqua	0	0	0	0	0	0	0	0	0	0
aquamarine	0	0	0	0	0	0	0	0	0	0
aquarium	0	0	0	0	0	0	0	0	0	0
metsing	0	0	0	0	0	0	0	0	0	0
metsi	0	0	0	0	0	0	0	0	0	0
aqueous	0	0	0	0	0	0	0	0	0	0
arable	0	0	0	0	0	0	0	0	0	0
ho hanyetsa	0	0	0	0	0	0	0	0	0	1
ho ahlola	0	0	0	0	0	0	0	0	0	0
ho hanana	0	0	0	1	0	0	0	0	0	0
arbitrator	0	0	0	0	0	0	0	0	0	1
sekepe	0	0	0	0	0	0	0	0	0	0
arc	0	0	0	0	0	0	0	0	0	0
Arcade	0	0	0	0	0	0	0	0	0	0
mohaho	0	0	0	0	0	0	0	0	0	0
baepolli ba lintho tsa khale	0	0	0	0	0	0	0	0	0	0
moepolli oa lintho tsa khale	0	0	0	0	0	0	0	0	0	0
ho epolloa ha lintho tsa khale	1	0	0	1	0	0	0	0	0	0
sekhetho sa khale	0	1	0	0	0	0	0	0	0	0
moarekabishopo	0	0	0	0	0	0	0	0	0	0
arched	0	0	0	0	0	0	0	0	0	0
motlakase	0	0	0	0	0	0	0	0	0	0
ho phunyeletsa	0	0	0	0	0	0	0	0	0	0
archetype	0	0	0	0	0	0	0	0	0	0
lihlekehleke	0	0	0	0	0	0	0	0	0	0
moqapi	0	0	0	0	0	0	0	0	0	0
ho haha	0	0	0	0	0	0	0	0	0	1
archive	0	0	0	0	0	0	0	0	0	0
sepakapaka	0	0	0	0	0	0	0	0	0	0
e matla	1	0	0	1	0	0	1	0	0	0
khatello	1	0	0	0	0	0	0	0	0	0
e thata	0	1	0	0	0	0	0	0	0	0
sebakeng seo	0	0	0	0	0	0	0	0	0	0
lebala la lipapali	0	0	0	0	0	0	0	0	0	0
areola	0	0	0	0	0	0	0	0	0	0
NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
pheha khang	0	1	1	0	0	0	0	0	0	0
khang	0	1	1	0	0	0	0	0	0	0
phehisano	0	0	1	0	0	0	0	0	0	0
ho ngangisana	0	1	0	0	0	0	0	0	0	0
likhang	0	0	1	0	0	0	0	0	0	0
e omileng	0	1	0	0	0	0	0	1	0	0
lichaba tse phahameng	1	0	0	0	0	0	0	0	0	0
mohlomphehi	0	0	0	0	0	0	0	0	0	0
e nang le bokhabane	1	0	0	0	0	0	0	0	0	0
arithmetic	0	0	0	0	0	0	0	0	0	0
areka	0	0	0	0	0	0	0	0	0	0
letsoho	0	0	0	0	0	0	0	0	0	0
armada	0	0	0	0	0	0	0	0	0	0
matsoho	0	0	1	0	0	1	0	0	0	0
lihlomo	0	1	0	0	0	1	0	0	0	0
liphahlo	0	0	0	0	0	0	0	0	0	0
ba hlometse	1	1	1	0	0	1	0	0	0	0
lihlomo	1	0	0	0	0	1	0	0	0	1
lihlomo	0	0	0	0	0	1	0	0	0	0
lihlomo	0	0	0	0	0	0	0	0	0	1
matsoho	0	0	0	0	0	0	0	0	0	0
lebotho	0	0	0	0	0	0	0	0	0	0
monko o monate	1	0	0	0	0	0	0	0	0	0
tsosa	0	0	0	0	0	0	0	0	0	0
tsosoa	1	0	0	1	0	0	0	0	0	0
ho loant?a	0	1	1	0	0	1	0	1	0	0
lokisetsa	0	0	0	0	0	0	0	0	0	0
e hlophisitsoeng	0	0	0	0	0	0	0	0	0	0
tokisetso	0	0	0	0	0	0	0	0	0	0
mefuta	1	0	0	0	0	0	0	0	0	0
likoloto tsa morao	0	1	0	0	0	0	0	0	0	0
ho t?oaroa	0	1	0	0	0	0	0	0	0	0
ho fihla	0	0	0	1	0	0	0	0	0	0
fihla	0	0	0	1	0	0	0	0	0	0
boikhohomoso	0	1	0	0	0	0	0	0	0	0
boikhohomoso	0	1	1	0	1	0	0	0	0	0
motsu	0	0	0	0	0	0	0	0	0	0
arsenal	0	0	0	0	0	0	0	0	0	0
arsenic	0	1	0	0	1	1	0	1	0	0
mochopho	0	1	1	0	0	1	0	0	0	0
bonono	1	0	0	1	0	0	1	1	1	0
mochine	0	0	0	0	0	0	0	0	0	0
tse ntle	0	0	0	0	0	0	0	0	0	0
arthropod	0	0	0	0	0	0	0	0	0	0
artichoke	0	0	0	0	0	0	0	0	0	0
sehlooho	0	0	0	0	0	0	0	0	0	0
lihlooho	0	0	0	0	0	0	0	0	0	0
hlahisa maikutlo	1	0	0	0	0	0	0	0	0	0
polelo	1	0	0	0	0	0	0	0	0	0
ho khabisa	0	0	0	0	0	0	0	0	0	0
libetsa tsa ntoa	0	1	0	0	0	1	0	0	0	0
setsebi sa mesebetsi	1	0	0	0	0	0	0	0	0	0
setsebi	0	0	0	0	0	0	0	0	0	0
NO TRANSLATION	1	0	0	0	0	0	0	0	0	0
bonono	1	0	0	0	0	0	0	0	0	0
baetsi ba lit?oant?o	0	0	0	0	0	0	0	0	0	0
nyolohela	0	0	0	0	0	0	0	0	0	0
ho nyolohela holimo	1	0	0	0	0	0	0	0	0	0
ho nyoloha	0	0	0	0	0	0	0	0	0	0
ho nyolohela	1	0	0	0	0	0	0	0	0	0
netefatsa	0	0	0	0	0	0	0	0	0	0
ho netefatsoa	0	0	0	0	0	0	0	0	0	0
ho ithabisa	0	0	0	0	0	0	0	0	0	0
molora	0	1	0	0	0	0	0	0	0	0
lihlong	0	1	0	0	1	0	0	1	0	0
molora	0	1	0	0	0	0	0	1	0	0
o robetse	0	0	0	0	0	0	0	0	0	0
asp	0	0	0	0	0	1	0	0	0	0
aspartame	0	0	0	0	0	0	0	0	0	0
t?obotsi	0	0	0	0	0	0	0	0	0	0
likarolo	0	0	0	0	0	0	0	0	0	0
asphalt	0	0	0	0	0	0	0	0	0	0
takatso	1	0	0	1	0	0	1	0	1	1
lakatsa	1	0	0	1	0	0	1	0	0	0
ho lakatsa	1	0	0	1	0	0	1	0	0	1
esele	0	1	0	0	0	0	0	0	0	0
ho hlasela	0	1	1	0	0	1	0	0	1	0
sehlaseli	0	1	1	0	0	1	0	1	0	0
mothetsi	0	1	1	0	0	1	0	1	0	0
bolaea	0	1	1	0	0	1	0	0	0	0
ho bolaoa	0	1	1	0	0	1	0	1	0	0
tlhaselo	0	1	1	0	0	1	0	0	0	0
leka	0	0	0	0	0	0	0	0	0	0
bokella	0	0	0	0	0	0	0	0	0	0
bokana	0	0	0	0	0	0	0	0	0	0
ba bokane	0	0	0	0	0	0	0	0	0	0
kopano	1	0	0	0	0	0	0	0	0	1
lumela	1	0	0	0	0	0	0	0	0	0
tiisa	0	0	0	0	0	0	0	0	0	0
ho tiisa	1	0	0	0	0	0	0	0	0	1
ho tiisa	0	0	0	0	0	0	0	0	0	0
hlahloba	0	0	0	0	0	0	0	0	0	0
tlhahlobo	0	0	0	0	0	0	0	0	1	1
mofuputsi	0	0	0	0	0	0	0	0	0	1
thepa	1	0	0	0	0	0	0	0	0	0
Sebono	0	1	1	0	1	0	0	0	0	0
abela	0	0	0	0	0	0	0	0	0	0
assignee	0	0	0	0	0	0	0	0	0	1
kabelo	0	0	0	0	0	0	0	0	0	0
etsa joalo	0	0	0	0	0	0	0	0	0	0
ho ikamahanya	0	0	0	0	0	0	0	0	0	0
thusa	1	0	0	0	0	0	0	0	0	1
thuso	1	0	0	0	0	0	0	0	0	0
mothusi	0	0	0	0	0	0	0	0	0	0
motsoalle	1	0	0	0	0	0	0	0	0	1
botsoalle	0	0	0	0	0	0	0	0	0	1
e t?ehetsoeng	0	0	0	0	0	0	0	0	0	0
lit?epe	0	0	0	0	0	0	0	0	0	0
tsuba	1	0	0	0	0	0	0	0	0	0
ho nahanoa joalo	0	0	0	0	0	0	0	0	0	0
ho nahana	0	0	0	0	0	0	0	0	0	0
ho nahana	0	0	0	0	0	0	0	0	0	0
tiisetso	1	0	0	0	0	0	0	0	0	1
tiisa	0	0	0	0	0	0	0	0	0	1
kholisehile	1	0	0	0	0	0	0	0	0	1
ka sebele	0	0	0	0	0	0	0	0	0	1
asterisk	0	0	0	0	0	0	0	0	0	0
asteroids	0	0	0	0	0	0	0	0	0	0
astigmatism	0	0	0	0	0	0	0	0	0	0
NO TRANSLATION	1	0	0	0	0	0	0	0	1	0
makatso	1	0	0	0	0	0	1	0	1	0
astral	0	0	0	0	0	0	0	0	0	0
ho kheloha	0	1	0	0	0	1	0	0	0	0
astringent	0	1	0	0	0	0	0	0	0	0
senohe	1	0	0	1	0	0	0	0	0	0
bonohe ba linaleli	0	0	0	0	0	0	0	0	0	0
astronaut	1	0	0	0	0	0	0	0	0	0
setsebi sa linaleli	1	0	0	1	0	0	0	0	0	0
sa linaleli	0	0	0	0	0	0	0	0	0	0
e hlollang	1	0	0	0	0	0	0	0	0	0
ho fapana	0	0	0	0	0	0	0	0	0	0
sebaka sa bolulo	0	1	0	0	0	1	0	0	0	0
e sa lekanyetsoang	0	0	0	0	0	0	0	0	0	0
asymmetry	0	0	0	0	1	0	0	0	0	0
asymptotic	0	0	0	0	0	0	0	0	0	0
workshop	0	0	0	0	0	0	0	0	0	0
ho se lumele ho Molimo	0	1	0	0	0	0	0	0	0	0
atheist	0	0	0	0	0	0	0	0	0	0
ea sa lumeleng hore Molimo o teng	0	0	0	0	0	0	0	0	0	0
atherosclerosis	0	1	0	0	0	1	0	1	0	0
moatlelete	1	0	0	0	0	0	0	0	0	0
baatlelete	1	0	0	0	0	0	0	0	0	0
boithabiso	0	0	0	0	0	0	0	0	0	0
lipapali tsa lipapali	0	0	0	0	0	0	0	0	0	0
atlas	0	0	0	0	0	0	0	0	0	0
sepakapaka	0	0	0	0	0	0	0	0	0	0
sepakapaka	0	0	0	0	0	0	0	0	0	0
atoll	0	0	0	0	0	0	0	0	0	0
athomo	1	0	0	0	0	0	0	0	0	0
athomo	0	0	0	0	0	0	0	0	0	0
ho nyefola	1	0	0	1	0	0	1	0	0	1
ho koahela libe	1	0	0	0	0	0	0	0	0	0
atrium	0	0	0	0	0	0	0	0	0	0
e bohale	0	1	1	0	1	0	0	0	0	0
ho ferekana	0	1	1	0	1	1	0	1	0	0
atrophy	0	1	0	0	1	1	0	1	0	0
hokela	0	0	0	0	0	0	0	0	0	0
sethoathoa	1	0	0	0	0	0	0	0	0	0
tlhaselo	0	1	1	0	0	1	0	0	0	0
ho hlasela	0	1	1	0	1	1	0	1	1	0
finyella	0	0	0	0	0	0	0	0	0	0
e fumanehang	1	0	0	1	0	0	0	0	0	0
ho fumana	1	0	0	0	0	0	0	0	0	0
teko	0	0	0	1	0	0	0	0	0	0
ho ba teng	0	0	0	1	0	0	0	0	0	0
mohlanka	1	0	0	0	0	0	0	0	0	1
hlokomela	1	0	0	0	0	0	0	0	0	0
ela hloko	1	0	0	0	0	0	0	0	0	1
hanela	0	0	0	0	0	0	0	0	0	0
ho fokotsoa	0	1	0	0	0	0	0	0	0	0
ho thibela	0	1	0	0	0	0	0	1	0	0
ho paka	1	0	0	0	0	0	0	0	0	1
bopaki	0	0	0	0	0	0	0	0	0	1
marulelo	0	0	0	0	0	0	0	0	0	0
liaparo	0	0	0	0	0	0	0	0	0	0
boikutlo ba bona	0	0	0	0	0	0	0	0	0	0
'muelli oa molao	1	0	1	0	0	1	0	0	0	1
khahloa	1	0	0	0	0	0	0	0	0	0
khahleho	1	0	0	0	0	0	0	0	0	0
e ka fumanoang	0	0	0	0	0	0	0	0	0	0
t?obotsi	0	0	0	0	0	0	0	0	0	0
kabelo	0	0	0	0	0	0	0	0	0	0
mekhoa ea boipheliso	0	0	0	0	0	0	0	0	0	0
auburn	0	0	0	0	0	0	0	0	0	0
auction	0	0	0	1	0	0	0	0	0	0
morekisi	0	0	0	0	0	0	0	0	0	0
ba sebete	0	0	0	0	0	0	0	0	0	0
ho hloka matla	0	1	0	0	0	0	0	0	0	0
utloahala	0	0	0	0	0	0	0	0	0	0
bamameli	0	0	0	1	0	0	0	0	0	0
tlhahlobo	0	0	0	0	0	0	0	0	0	0
tlhaloso	0	0	0	0	0	0	0	0	0	0
moqolotsi oa libuka	0	0	0	0	0	1	0	0	0	1
holo	0	0	0	0	0	0	0	0	0	0
ho hlahloba	0	0	0	0	0	0	0	0	0	0
ho joalo	0	0	0	0	0	0	0	0	0	0
eketsa	1	0	0	0	0	0	0	0	0	0
augmentation	0	0	0	0	0	0	0	0	0	0
ka August	1	0	0	0	0	0	0	0	0	0
'Mangoane	1	0	0	0	0	0	0	0	0	1
aura	1	0	0	0	0	0	0	0	0	0
aurora	0	0	0	0	0	0	0	0	0	0
auspices	0	0	0	0	0	0	0	0	0	0
auspicious	1	0	0	1	0	0	1	0	0	0
e sa tloaelehang	0	1	0	0	0	1	0	1	0	0
mokoloko	0	1	0	0	0	0	0	0	0	0
e nepahetse	1	0	0	0	0	0	1	0	0	1
nete	0	0	0	0	0	0	0	0	0	1
bopaki	0	0	0	0	0	0	0	0	0	1
bot?epehi	1	0	0	0	0	0	0	0	0	1
mongoli	1	0	0	0	0	0	0	0	0	1
ea nang le matla	1	0	0	0	0	0	0	0	0	1
matla	1	0	0	0	0	0	0	0	0	1
tumello	1	0	0	0	0	0	0	0	0	1
lumella	0	0	0	0	0	0	0	0	0	1
ba lumelloa	1	0	0	0	0	0	0	0	0	0
bongoli	0	0	0	0	0	0	0	0	0	0
sekoloi	0	0	0	0	0	0	0	0	0	0
autobiography	0	0	0	0	0	0	0	0	0	0
ea boipheliso	0	1	0	0	0	0	0	0	0	0
autograph	0	0	0	0	0	0	0	0	0	0
e itekanetse	0	0	0	0	0	0	0	0	0	1
koloi	0	0	0	0	0	0	0	0	0	0
boipuso	0	0	0	0	0	0	0	0	0	0
autopsy	0	1	0	0	1	1	0	1	0	0
hoetla	0	0	0	0	0	0	0	0	0	0
ba thusang	0	0	0	0	0	0	0	0	0	0
e fumaneha	0	0	0	0	0	0	0	0	0	0
li-avalanche	0	1	0	0	0	1	0	1	1	0
li-avarice	0	1	1	0	1	0	0	0	0	0
avatar	1	0	0	0	0	0	0	0	0	0
mopheteletsi	0	1	1	0	0	0	0	0	0	0
tsela	0	0	0	0	0	0	0	0	0	0
NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
karolelano	0	0	0	0	0	0	0	0	0	0
hanyenyane	0	1	1	0	1	1	0	0	0	0
ho ferekana	0	1	1	0	1	1	0	0	0	0
khaotsa	0	0	0	0	0	0	0	0	0	0
aviary	0	0	0	0	0	0	0	0	0	0
lifofane	0	0	0	0	0	0	0	0	0	0
aviator	0	0	0	0	0	0	0	0	0	0
bohale	0	0	0	0	0	0	0	0	0	0
avocado	0	0	0	0	0	0	0	0	0	0
qoba	0	1	0	0	0	1	0	0	0	0
ho qoba	0	1	0	0	0	1	0	0	0	0
ho qoba	0	0	0	0	0	1	0	0	0	0
letetse	0	0	0	1	0	0	0	0	0	0
tsoha	0	0	0	0	0	0	0	0	0	0
tsosa	0	0	0	0	0	0	0	0	0	0
moputso	1	0	0	1	0	0	1	0	1	1
NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
e mpe	0	1	1	0	1	1	0	1	0	0
ho sa tsotellehe	0	1	0	0	1	0	0	0	0	0
ho tsuba	0	0	0	0	0	0	0	0	0	0
hanyenyane	0	1	0	0	0	0	0	0	0	0
axial	0	0	0	0	0	0	0	0	0	0
axiom	0	0	0	0	0	0	0	0	0	1
axiomatic	0	0	0	0	0	0	0	0	0	1
sehlahisoa	0	0	0	0	0	0	0	0	0	0
setsi	0	0	0	0	0	0	0	0	0	0
ay	1	0	0	0	0	0	0	0	0	0
aye	1	0	0	0	0	0	0	0	0	0
azimuth	0	0	0	0	0	0	0	0	0	0
hlahisa	0	0	0	0	0	0	0	0	0	0
bonyang	0	1	0	0	0	0	0	0	0	0
ho bua	0	1	0	0	0	0	0	0	0	0
baboon	0	1	0	0	1	0	0	0	0	0
lesea	1	0	0	0	0	0	1	0	0	0
babysitter	0	0	0	0	0	0	0	0	0	1
bolokolohi	1	0	0	0	0	0	0	0	0	0
baccarate	0	0	0	0	0	0	0	0	0	0
sebete	0	0	0	0	0	0	0	0	0	0
morao	0	0	0	0	0	0	0	0	0	0
morao-rao	1	0	1	0	0	0	0	0	0	1
mot?ehetsi	0	0	0	0	0	0	0	0	0	1
ho khutlela morao	0	0	0	0	0	0	0	0	0	0
backgammon	0	0	0	0	0	0	0	0	0	0
mokokotlo	0	0	0	0	0	0	0	0	0	0
backhoe	0	0	0	0	0	0	0	0	0	0
backpacker	0	0	0	0	0	0	0	0	0	0
morao morao	0	0	0	0	0	0	0	0	0	0
ka morao	0	1	0	0	0	0	0	0	0	0
ka morao	0	1	0	0	1	0	0	0	0	0
morao ka morao	0	1	0	0	0	0	0	1	0	0
libaktheria	0	1	0	0	1	1	0	1	0	0
NO TRANSLATION	0	1	0	0	1	1	0	0	0	0
e mpe	0	1	1	0	1	1	0	1	0	0
beche	0	0	0	0	0	0	0	0	0	1
badger	0	1	1	0	0	0	0	0	0	0
hampe	0	1	0	0	0	0	0	1	0	0
bobe	0	1	1	0	1	1	0	0	0	0
baffle	0	0	0	0	0	0	0	0	0	0
mokotla	0	0	0	0	0	0	0	0	0	0
Thepa	0	0	0	0	0	0	0	0	0	0
baggy	0	0	0	0	0	0	0	0	0	0
li-bagpipes	0	0	0	0	0	0	0	0	0	0
teile	0	0	0	0	0	0	0	0	0	0
mosieletsi	0	1	0	0	0	1	0	0	0	1
bait	0	1	0	0	0	1	0	0	0	1
bake	0	0	0	0	0	0	0	0	0	0
bakery	0	0	0	0	0	0	0	0	0	0
ho baka	0	0	0	0	0	0	0	0	0	0
NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
ho leka-lekanya	1	0	0	0	0	0	0	0	0	0
e leka-lekaneng	1	0	0	0	0	0	0	0	0	0
lebone	0	0	0	0	0	0	0	0	0	0
moriri	0	0	0	0	0	0	0	0	0	0
bale	0	1	0	0	0	1	0	0	0	0
balk	0	1	0	0	0	0	0	0	0	0
bolo	0	0	0	0	0	0	0	0	0	0
ballad	1	0	0	0	0	0	0	0	0	0
ballast	0	0	0	0	0	0	0	0	0	0
ballet	1	0	0	0	0	0	0	0	0	0
ballon	0	0	0	0	0	0	0	0	0	0
khetho	1	0	0	1	0	0	0	0	0	1
ballroom	0	0	0	0	0	0	0	0	0	0
balm	1	1	0	1	0	0	1	0	0	0
e tsitsitse	0	0	0	0	0	0	0	0	0	0
balsame	1	0	0	0	0	0	0	0	0	0
balsamic	0	0	0	0	0	0	0	0	0	0
NO TRANSLATION	0	1	0	0	0	0	0	0	0	0
banana	0	0	0	0	0	0	0	0	0	0
band	0	0	0	0	0	0	0	0	0	0
lebanta	0	0	0	0	0	0	0	0	0	0
bandit	0	1	0	0	0	0	0	0	0	0
lebotla	0	0	0	0	0	0	0	0	0	0
bane	0	1	1	0	1	1	0	0	0	0
bang	0	1	1	0	1	1	0	1	1	0
banger	0	1	1	1	0	1	0	0	1	0
tlosa	0	1	1	0	1	1	0	1	0	0
e tlosoa	0	1	1	0	0	1	0	1	0	0
ho lelekoa	0	1	1	0	1	0	0	1	0	0
banjo	0	0	0	0	0	0	0	0	0	0
banka	0	0	0	0	0	0	0	0	0	1
banker	0	0	0	0	0	0	0	0	0	1
ho fokola	0	1	0	0	0	1	0	1	0	0
bankruptcy	0	1	1	0	1	1	0	1	0	0
banner	0	0	0	0	0	0	0	0	0	0
mokete	1	0	0	1	0	0	1	0	0	0
banshee	0	1	1	0	1	1	0	1	0	0
banter	0	0	0	0	0	0	0	0	0	0
kolobetso	1	0	0	0	0	0	0	0	0	0
kolobetso	1	0	0	0	0	0	1	0	0	0
bar	0	0	0	0	0	0	0	0	0	0
barb	0	1	1	0	0	0	0	0	0	0
moratare	0	1	0	0	0	1	0	0	0	0
e sehl?h?	0	1	1	0	1	1	0	0	0	0
ho hlasela	0	1	0	0	0	0	0	0	0	0
mmeso	0	0	0	0	0	0	0	0	0	0
e koetsoe	0	0	0	0	0	0	0	0	0	0
bard	1	0	0	0	0	0	0	0	0	0
bareback	0	0	0	0	0	0	0	0	0	0
ba roala lieta	0	0	0	0	0	0	0	0	0	0
ho hang	0	0	0	0	0	0	0	0	0	0
barf	0	0	0	0	1	0	0	0	0	0
ho reka	1	0	0	0	0	0	0	0	0	1
morage	0	0	0	0	0	0	0	0	0	0
baritone	0	0	0	0	0	0	0	0	0	0
makhapetla	0	1	1	0	0	0	0	0	0	0
molikong	0	0	0	0	0	0	0	0	0	0
barney	0	0	0	0	0	0	0	0	0	0
barometer	0	0	0	0	0	0	0	0	0	0
baron	0	0	0	0	0	0	0	0	0	0
baroque	0	0	0	0	0	0	0	0	0	0
barrack	0	0	0	0	0	0	0	0	0	0
e thibiloe	0	1	0	0	0	0	0	0	0	0
sekotlolo	0	0	0	0	0	0	0	0	0	0
